timestamp,dist_error_mm,angle_error_deg,est_dist_param_m,gt_center_dist_m,visible_gt_tags
1766226710905473184,2.6759827585866036,1.3694297960662036,0.6338259170508158,0.6322690977043444,4
1766226710946629031,3.017999319104625,1.4063750820421381,0.634062161139187,0.6321790287942454,4
1766226710982547812,2.9705417472155604,1.3627539640358242,0.6340101752402523,0.6322003263418674,4
1766226711007667201,3.536537567329079,1.6903517844744644,0.6344533833911874,0.6322381857855358,4
1766226711043375597,2.5645255961425084,1.3383471847226251,0.6338112962800763,0.6323363053446021,4
1766226711090669774,2.695329378434863,1.1562843006643142,0.6338668954653844,0.6322889896467792,4
1766226711154893439,2.394937849119927,1.1305784798209166,0.6336088962142388,0.6322640469876821,4
1766226711181368780,2.3236704056838198,0.9102574099687288,0.6334803653353023,0.6321796291047033,4
1766226711207561239,3.2542963428962013,1.549538995504999,0.6342453538998348,0.6322657441610432,4
1766226711242638647,2.718345529817978,1.4887988864677333,0.6337852446312443,0.632224284756719,4
1766226711273638542,3.4381099504077195,1.3057733357531387,0.6343782696725359,0.6322535947172883,4
1766226711330674471,2.299417356976474,1.2188602317308959,0.6335002818271586,0.6322066287157979,4
1766226711398664855,3.316859718381693,1.477020946721846,0.6342411223724762,0.6321855379656767,4
1766226711426697546,2.407713853546989,1.1880886633107075,0.633631592091446,0.6322800463629648,4
1766226711450341850,1.8371718401835047,0.833822414240682,0.6330825113012875,0.6321804733857052,4
1766226711478392986,3.553411276486562,1.7057780185907128,0.6344380667814081,0.6321850636015989,4
1766226711668678762,2.7214575354443937,1.4557625617960388,0.6339590922931697,0.6323585972512623,4
1766226711695666087,2.135614635656702,1.0930303115400464,0.6333859689458307,0.6322126140762747,4
1766226711738730525,2.3488166211742545,0.9886883396068232,0.6334449470260531,0.6321077186880201,4
1766226711793025166,3.7289715741007923,1.723925594612794,0.6346427481849634,0.6322819505123475,4
1766226711822705648,2.93301778801347,1.461071304535827,0.634071737496495,0.6323113365253764,4
1766226711849567736,2.127430362788618,1.0871498483968887,0.6333952817456466,0.6322384493149229,4
1766226711882017089,2.8508603751838946,1.1552426773508417,0.6339227969780963,0.6321952513983579,4
1766226711940733401,2.8435553736009256,1.526028397033382,0.6340313839523647,0.6323220973404343,4
1766226711973913328,2.204240519087519,1.2223004527587766,0.633532625613222,0.6323115600840288,4
1766226712018704175,3.0110305295069084,1.3349019415443752,0.6340515751700279,0.6322546662326857,4
1766226712050132696,2.960499954209328,1.4028594181551468,0.6340367804022541,0.6322305015800047,4
1766226712083999937,3.4374089559758847,1.4998964268059707,0.6343767012775626,0.6322810479699349,4
1766226712140545924,2.596551549143289,1.213407031801162,0.6336948254695869,0.6321823835207728,4
1766226712192406324,3.3292892381540096,1.4401198755597857,0.6342543459496602,0.6321626065364998,4
1766226712223827272,3.300257934326978,1.1801487822411068,0.6343063954087605,0.6322534952775869,4
1766226712248698945,2.4932869517683143,0.6849298721759512,0.6335775909069247,0.632176736341517,4
1766226712303057306,2.635735117218485,1.360543531683304,0.6337435307561927,0.6322492271195801,4
1766226712332544003,2.621851938345632,1.3164582711452903,0.6337452777297002,0.6322316672480882,4
1766226712358801464,2.0974159489706157,1.039547252966184,0.6333038191346322,0.6321846975366457,4
1766226712451694248,2.610278644248565,1.3351892314530596,0.6337865688160249,0.6322536954679474,4
1766226712527920499,2.6848130382283175,1.4767328579975643,0.6338344162643896,0.6323077710587357,4
1766226712593535963,4.163475298057939,2.0159959670370418,0.6349101301749015,0.6322756712302023,4
1766226712617722096,3.166379983467693,1.399650080665797,0.6341747590471336,0.6322225096326819,4
1766226712651831342,2.6289855105803284,1.0890416738832105,0.6336969036889998,0.6321262717445868,4
1766226712762134619,2.0024661272473043,1.0012268723866318,0.6332545839309455,0.6321868629550796,4
1766226712789057653,3.00596615221993,1.3952361101411588,0.6340047066441493,0.6321904354529402,4
1766226712824081179,3.4826109032041197,1.5656863160688608,0.6343993702333025,0.6322213896858029,4
1766226712854147518,2.4942812242693124,1.0697285139970463,0.6336855854080068,0.6322632861956763,4
1766226712912259412,2.0042154931032563,1.1193411566282312,0.6332715111361709,0.6322452795655856,4
1766226712940991619,3.353011687564189,1.4272348862870334,0.6343239212918454,0.6322239067415812,4
1766226712974196193,2.602407138863394,1.4967332864512295,0.6337845355916616,0.6322635799584125,4
1766226713059722605,3.2169982431896615,1.4832282442742772,0.634267806203884,0.6322665707976475,4
1766226713090761173,3.30382637016291,1.5369723981490786,0.6343513463673328,0.632306008612439,4
1766226713234492484,2.6365547424233027,1.2311145694468804,0.633790345164681,0.6322391559127049,4
1766226713258523014,2.478032711128453,1.1148535481898696,0.6336048294484756,0.6321666765859114,4
1766226713292474283,3.0764413672167423,1.2266898385864133,0.6340890866444319,0.6321491459164303,4
1766226713353583146,3.662320631659499,1.6502829523642448,0.634639992401927,0.6323060410981229,4
1766226713376392409,3.662320631659499,1.6502829523642448,0.634639992401927,0.6323060410981229,4
1766226713463604643,2.86601712730572,1.382945179084139,0.6340219708647531,0.6323095038388985,4
1766226713495803524,2.766575873632604,1.3935960449641063,0.6338279502672846,0.6321916642071124,4
1766226713551728733,2.1441718024038936,1.0385775170370957,0.633345861494343,0.6321996881845834,4
1766226713580424442,2.170431923558591,1.0822275592055621,0.633345861494343,0.6321760467204245,4
1766226713639528032,2.325715423938446,1.0264174599148304,0.633475039272919,0.6321516439185203,4
1766226713671926760,1.7859672961032524,1.0688417674522617,0.6330878850578199,0.6322259930960423,4
1766226713764285428,3.5058637008740234,1.4314178586886268,0.6344545445012836,0.6322728895557868,4
1766226713787894996,2.8915336848518436,1.0633408069417731,0.6339598024902483,0.6322213325031257,4
1766226713816969398,2.4257937372462735,1.2198790577175542,0.6336421346481588,0.6322589664121736,4
1766226713849657851,3.048814061469063,1.4903248409779066,0.6341203326347344,0.6322679452192451,4
1766226713881686772,2.2811157014681616,1.178986781659521,0.6335419837559301,0.6322704543678057,4
1766226713936807447,3.185340102580536,1.4803555484789286,0.6341916366074165,0.6322001331431337,4
1766226713967560918,3.43283740230671,1.4083820533273366,0.6344359635379792,0.6322710092441459,4
1766226714053588463,2.5303750651369805,0.8999682510244785,0.6335725579270908,0.6321620213650896,4
1766226714113224675,3.3630522759716674,1.6319895717350654,0.6343416837704735,0.6322836408605383,4
1766226714254698428,3.3845109145771435,1.468577891032871,0.6343223791211979,0.6322172559418084,4
1766226710680215134,2.9809442674565423,1.4657088556156592,0.6340497098435517,0.6322313211121962,4
1766226710709370374,2.6759827585866036,1.3694297960662036,0.6338259170508158,0.6322690977043444,4
1766226710794098432,2.9705417472155604,1.3627539640358242,0.6340101752402523,0.6322003263418674,4
1766226710824648176,3.536537567329079,1.6903517844744644,0.6344533833911874,0.6322381857855358,4
1766226710856003575,2.5645255961425084,1.3383471847226251,0.6338112962800763,0.6323363053446021,4
1766226710882160303,2.044165073191384,1.0419793993043398,0.6333403758255582,0.6322581748547418,4
1766226710966867702,2.394937849119927,1.1305784798209166,0.6336088962142388,0.6322640469876821,4
1766226711000478575,3.2542963428962013,1.549538995504999,0.6342453538998348,0.6322657441610432,4
1766226711024457495,2.4172739713788083,1.1490164516841241,0.6335859706305166,0.632222095418351,4
1766226711052716749,2.718345529817978,1.4887988864677333,0.6337852446312443,0.632224284756719,4
