timestamp,dist_error_mm,angle_error_deg,est_dist_param_m,gt_center_dist_m,visible_gt_tags
1766223952718706075,18.17350144867391,4.68866159914635,1.4301379104476715,1.4210084592789929,4
1766223952749348784,18.718013761112708,4.803322035045182,1.4303057255081386,1.421117149938714,4
1766223903041806662,18.902442834162425,4.886184313353244,1.4307728373766313,1.4213313105333594,4
1766223903084382540,18.3100254690316,5.0184766922909505,1.4297824682237759,1.4213326264318518,4
1766223903103834299,18.453112467971657,5.306071984812301,1.4290560491009507,1.421397888857747,4
1766223903143788762,17.588701458278287,5.376955992217226,1.4273758820580293,1.4210246455892674,4
1766223903171705836,19.083428848456705,4.947129007887604,1.4306634792977322,1.421284973090572,4
1766223903205096457,19.05754210782673,4.599873669805573,1.4315030630697,1.4210879516237123,4
1766223903241262808,18.25753717360845,5.192597393752489,1.4288516180204918,1.42109100735964,4
1766223903303772526,19.098668241366525,5.08349171748534,1.4299153300328322,1.4210464573686747,4
1766223903378764650,18.288640108715892,5.335812550179868,1.4283872094930807,1.421009909816677,4
1766223903441266568,18.446666213720817,5.117989002326168,1.4295331965855815,1.4213710416335743,4
1766223903478760007,18.5638800225989,5.242724903025437,1.4288632302168873,1.4209864262717649,4
1766223903503767148,18.73465173452704,5.158233023538376,1.4294988565402025,1.421042655829134,4
1766223903578774496,17.82570820094587,5.354308392820687,1.4282027251566853,1.4214711313250046,4
1766223903603767626,19.047325539435445,4.705985010472681,1.4311879626848312,1.4212188718966148,4
1766223903641273388,18.896043049870357,5.1044595552588445,1.4296226226129922,1.4210612120353059,4
1766223903678760841,19.05025628726853,4.964796282535784,1.4301770951272583,1.4208773170829476,4
1766223903878764796,18.058332811192514,5.0929433973529985,1.4290187546901985,1.42099922681712,4
1766223903903762329,18.405774163992696,5.034353561937814,1.4295237341694158,1.4211374803751697,4
1766223903941279879,18.735322567112078,4.769353968277323,1.43046271588636,1.4209601116209092,4
1766223904003772239,19.30885017734618,4.669097250046701,1.4314447408429456,1.4209572022890444,4
1766223904078767980,19.294486420444734,4.730138811963592,1.43130927818107,1.4210308811637034,4
1766223904103767301,18.57066543077801,4.840990546819892,1.4302783716216743,1.4210450180886698,4
1766223904141976530,18.055006765564485,5.125352854555829,1.4290940952927238,1.4213349448142665,4
1766223904241272063,19.72160627465658,4.8393525484126645,1.4311817724208657,1.4208816180367785,4
1766223904278769069,18.99838071298965,4.8692713434359,1.4306368952715476,1.4209895376841746,4
1766223904341270086,18.511245098368434,4.921173229405638,1.4300296614941717,1.4213001051535987,4
1766223904442152890,19.131475265691034,4.671986346676828,1.4313152993695153,1.421060589496673,4
1766223904478766923,18.75387708881915,5.0516331671147565,1.4295022097112324,1.4209679383255454,4
1766223904503764942,18.983090065636475,4.775403825282528,1.4306678166322375,1.4210267702574906,4
1766223904541435499,18.844750424221512,5.178995985101876,1.429612428584453,1.4212072846754593,4
1766223904578767645,18.740478114954495,4.707741348245512,1.430999192491583,1.4211809337817694,4
1766223904603765389,18.535298834680525,4.9010883467441495,1.4301628562762587,1.421240545323306,4
1766223904641266783,18.967414664110116,4.935438057875031,1.4303730271060688,1.421220729771187,4
1766223904703767990,19.17665451345041,4.935876903066856,1.430665405778873,1.4211383218611016,4
1766223904741272084,18.598830109249455,4.9660762385520165,1.429953574203623,1.4211110495249568,4
1766223904778769802,18.91499962726084,4.989662089160503,1.4299329999193278,1.4208910364266567,4
1766223904903770066,19.232749973526087,4.7383982834305,1.4309883658437912,1.4209932881634288,4
1766223904978770476,18.428369485528727,4.970229567230544,1.429812594593843,1.4210142452309504,4
1766223905003771335,18.92717217901452,4.723612917773371,1.4304849590920068,1.4207852277339181,4
1766223905041263006,18.550624491536773,4.884055210571313,1.430120308782172,1.4210705011963307,4
1766223905078768739,18.6166116321691,4.957831281530052,1.429895106663011,1.4209933475963803,4
1766223905103766016,18.8579766109751,4.8027002027640044,1.430284122504452,1.4207629893920992,4
1766223905141266484,19.435348992894895,4.806493577774872,1.431060534677072,1.4208027023177587,4
1766223905178771670,18.2672272244615,5.083579212497796,1.4293181463806937,1.421070977455334,4
1766223905203766493,17.894750896015886,5.3124387859998095,1.4281195641941598,1.4210289540663739,4
