Angle,Distance,DistErr_Mean,DistErr_Std,AngleErr_Mean,AngleErr_Std,Count
0,0.5,1.8341097546382579,0.3763275485786758,1.5636257434582927,0.08261076436790857,3234
0,0.6,2.8475590827423813,0.5001193104956559,1.3305687928003753,0.22496557893060437,190
0,0.7,6.94982082509122,0.7613580602855762,2.7525549106169875,0.1580768585649246,2816
0,0.8,0.5112414057360221,0.35283668452890365,3.4587344006229106,0.08974787591755447,2253
0,0.9,1.599428702781586,1.0962422230708757,0.7879304367263228,0.29693573557140085,3203
0,1.0,0.9877229657336912,1.1525263276114242,3.319556535640231,0.2577034881905295,2183
0,1.1,1.1804677437737707,1.5850085123093467,4.026311680105333,0.28327693732421017,1252
0,1.2,15.349272590664896,0.3961996723826155,6.036890588810516,0.1269418387539866,1262
0,1.3,7.019435313626625,4.273487508210807,4.037261933149038,0.45836574142626707,477
0,1.4,18.662726209248056,0.48040538938745314,4.964201879696716,0.21236639000582325,282
0,1.5,18.30159973244145,5.314813869811619,5.689019962825386,0.9303395259118206,274
0,2.0,14.885495125702132,6.838225186349573,9.87680448579747,1.0061661565922126,280
15,0.5,9.923231957191247,0.05559219824424638,0.9825692784093858,0.01878490489850092,109
15,0.6,10.155793891209049,0.08135297302914725,1.7745868646225749,0.0251905277956053,2024
15,0.8,10.732200803190585,0.16381911016793224,1.7920378262313907,0.04033257210687547,3170
15,0.9,14.875113424801867,0.22434172979113384,1.9195541850682387,0.04123652663086454,2922
